normalised_zn,center_fit,radius_fit,bead_center_fit,bead_radius_fit
-0.18273242235433915,[16.00092008 15.3700384   8.36810097],13.237908104268344,[ 9.33118171 15.27991132  6.52565748],3.1551682094291458
-0.20923389897300734,[15.99035599 15.3784637   8.52228285],13.296792965087263,[ 9.52048138 15.49252231  6.24569231],2.416192109561854
-0.9314698928149325,[13.65999421 14.8096275  13.39079981],13.731010726587023,[14.99037451 16.23690594  2.92567248],2.495943007853897
-0.6089314853950563,[18.12475989 18.04839503 12.86648834],15.649510332236297,[15.99737104  8.8317326   4.79997266],2.402509847864695
-0.4296822025756649,[12.24833183 11.58557483  7.38008932],9.68839438429153,[ 7.75805585 15.5915429   4.15033177],2.171775059157316
-0.6533685293793765,[11.0047156   9.73686889  7.3117519 ],8.090748448210341,[10.67953599 11.12138233  3.64217888],2.474357610573678
-0.485722538695943,[10.33069938  9.81642553  7.0683834 ],8.580620373567173,[ 8.72949769 11.76777779  4.10078738],2.4709676773229243
0.7376654728099439,[12.87338944 12.68147614  1.16518981],9.062488210557394,[16.13550264 13.40665236  6.27361542],2.1373631997515847
-0.6820449532657683,[13.43792139 12.77339126  8.76590201],10.227753063485885,[ 9.77314905 10.73077873  3.44895196],2.4321524636238223
-0.7362779198504452,[13.98682785 12.00544336  8.87624646],10.847792801739812,[15.80768952 10.27843379  2.6821998 ],2.435145210510685
-0.7878493870525795,[13.22359946 12.00308314 11.88459192],12.752920504898764,[12.70359441 11.62730543  3.77402897],2.4583602884096707
-0.8614596785183914,[17.19096215 16.15075374 18.14984773],19.098266534255565,[10.78057039 17.8821013   3.98673979],2.657441386770261
-0.03966479285449681,[14.19303755 14.86486309  4.69424593],12.58229779890705,[13.90119562 14.05551682  4.28944451],2.3767378024124017
-0.7785055483391367,[18.00749723 17.40312362 14.83441968],16.815419431386008,[23.97204868 16.91906274  3.67546278],2.481601353642431
