normalised_zn,center_fit,radius_fit,bead_center_fit,bead_radius_fit
-0.3604470446543516,[13.77673629 15.23594954 14.04830106],11.39621766508267,[10.89961766 11.37899181 11.57011331],4.520900518420333
0.45750501462133364,[12.72037951 14.32978051 10.92060949],10.991213762119251,[13.39924454 11.7866198  13.59484622],5.145951640660506
0.3510762218369404,[17.48024557 16.36832348 12.88349422],12.890298141635547,[16.20174784 14.29706631 15.57357945],5.227901602707736
0.44182947959493163,[15.26199472 13.75042538 14.68058084],13.02236558384987,[15.35658365 16.42346725 18.20236886],5.05144426360424
-0.26496163284960406,[11.42993946 11.06468636 10.65436867],9.758327741723193,[10.69682031 10.57100202  9.41158719],5.067907227937647
-0.4092110299,[],12.234832348332,[],5.21823823532
-0.2292392,[],8.2893423028,[],5.3232473534
0.41326329376157345,[17.93836558 16.88760982 13.97979901],14.019203640580958,[20.39028251 19.44634739 17.66524227],5.101297499270529
0.3570196607951861,[14.03823601 13.99189421 13.94816642],11.852544174430646,[13.78892164 13.82798653 16.38955931],5.014285221379042
0.4977379983817178,[17.03193552 16.67941791 10.94780904],13.877263705357114,[17.67513289 18.08074442 15.43299929],4.866116747649803
0.3306938697113951,[17.00954689 16.69061175 10.96314138],13.870481405728658,[13.29113937 11.78184169 13.82699798],5.2103372052031
-0.11202,[],9.40121404727572,[],4.967446229310258
-0.20231,[],7.012966501478031,[],4.989873281956239
-0.129,[],9.261460165504333,[],5.25671875517937
0.10123,[],9.77029321355522,[],4.534562623150659
0.148793,[],9.973407323147597,[],4.9939436283150105
0.31917763127315285,[12.69979323 12.09099932 12.05751843],11.045153980857819,[13.32517729 11.75667812 13.92143073],5.205420488818702
